sex,sat_v,sat_m,sat_sum,hs_gpa,fy_gpa
2,52,59,102,3.5,2.6000000000000005
1,52,55,93,3.0,4.6
1,57,50,93,3.75,1.8
1,41,59,111,3.5,4.6
1,47,55,129,3.4,1.4000000000000001
1,47,32,102,3.0,3.0
1,47,50,102,3.4,3.0
1,52,50,75,2.47,3.4000000000000004
1,36,50,102,3.75,3.4000000000000004
1,47,45,75,3.5,3.4000000000000004
2,57,40,102,3.9,3.4000000000000004
1,47,69,93,3.3,2.2
1,57,45,120,3.8,3.4000000000000004
2,36,50,102,2.1,1.8
1,52,50,111,3.7,3.0
1,52,59,93,2.5,2.2
2,47,45,120,2.5,3.0
1,47,59,75,3.0,1.8
1,57,50,102,3.2,2.6000000000000005
1,52,50,135,3.0,2.6000000000000005
2,47,40,102,3.5,2.2
1,52,45,93,2.5,2.6000000000000005
2,52,55,111,3.4,1.8
2,52,50,102,3.5,1.4000000000000001
1,47,55,61,2.47,1.8
1,62,55,102,2.74,2.2
2,28,50,120,3.3,2.6000000000000005
2,28,59,102,4.0,1.8
2,52,55,111,2.3,2.2
1,52,59,135,2.75,4.6
1,41,50,102,3.2,2.6000000000000005
2,47,50,93,3.3,3.0
2,57,64,111,4.5,3.4000000000000004
1,52,45,93,2.7,0.6000000000000001
1,52,50,111,3.33,1.8
1,62,64,84,2.0,2.6000000000000005
2,47,50,111,3.3,1.4000000000000001
2,47,64,135,3.0,1.8
2,52,64,93,2.7,1.8
2,47,59,102,4.0,1.8
1,52,64,120,3.7,2.6000000000000005
1,47,69,93,3.8,2.2
2,47,35,111,3.1,3.4000000000000004
1,47,59,111,3.5,2.2
1,47,59,102,3.75,3.0
1,62,40,93,3.4,1.8
1,36,59,66,3.4,1.8
1,41,50,102,3.4,2.2
2,62,55,102,3.5,1.8
1,57,40,102,3.0,2.2
1,31,50,93,2.7,2.6000000000000005
1,57,35,66,2.47,2.2
2,47,59,111,2.7,2.2
1,47,50,102,2.75,2.6000000000000005
2,52,35,93,3.0,3.4000000000000004
1,57,59,111,3.9,1.8
2,41,50,120,3.0,1.8
2,41,50,111,4.0,3.4000000000000004
2,62,50,111,4.0,4.6
1,57,50,111,2.47,2.6000000000000005
1,36,59,102,4.0,3.4000000000000004
2,41,50,129,3.4,2.6000000000000005
2,47,64,120,2.0,1.8
1,57,50,93,3.3,2.2
1,47,35,111,3.2,1.4000000000000001
1,41,55,120,2.75,1.8
2,52,45,93,3.4,2.6000000000000005
1,52,59,120,2.0,0.6000000000000001
2,47,40,135,3.5,2.2
2,52,59,102,2.5,2.2
1,47,64,120,3.4,2.2
1,52,55,102,3.3,1.8
1,67,50,102,4.5,0.6000000000000001
2,52,50,120,3.8,3.4000000000000004
1,47,55,102,3.0,1.8
1,52,50,102,3.5,1.8
2,57,69,102,3.0,3.0
2,52,69,102,3.7,3.4000000000000004
2,52,50,111,3.75,1.8
1,36,45,93,2.9,2.2
2,57,55,93,4.0,3.4000000000000004
1,47,64,84,3.0,1.8
2,36,59,111,4.0,3.0
2,47,73,111,2.5,1.8
2,62,40,129,3.33,3.4000000000000004
1,28,45,66,3.5,3.0
1,47,59,102,3.6,4.6
1,52,50,120,3.7,4.6
1,41,50,102,2.25,2.6000000000000005
1,47,64,84,3.0,2.2
1,41,59,84,3.7,1.8
2,52,64,102,2.75,3.4000000000000004
2,28,55,120,2.5,4.6
1,52,55,129,4.0,1.8
2,52,59,120,2.75,2.2
1,57,59,93,2.7,1.8
1,47,50,111,3.9,2.2
2,52,59,102,2.4,3.4000000000000004
2,62,64,111,3.7,4.6
2,52,59,93,2.75,1.8
1,47,64,102,3.1,4.6
2,41,55,102,2.5,2.2
2,41,50,120,3.4,1.8
1,52,59,111,3.4,4.6
2,36,59,102,4.0,3.4000000000000004
2,52,64,129,3.5,1.4000000000000001
2,47,55,102,3.7,1.8
2,52,59,93,2.75,2.6000000000000005
2,52,59,66,3.4,2.2
2,36,35,75,4.5,1.4000000000000001
2,47,50,111,2.4,2.2
1,47,69,102,3.3,1.8
2,52,59,102,3.5,3.0
1,41,50,84,3.2,2.2
2,47,35,120,2.0,3.4000000000000004
1,57,64,66,3.3,3.0
1,47,59,129,2.5,1.8
2,52,55,135,3.2,1.8
1,36,59,93,4.0,2.6000000000000005
1,57,50,120,4.0,2.6000000000000005
2,41,59,102,3.2,2.2
2,36,59,111,3.75,3.4000000000000004
2,36,55,102,3.5,2.6000000000000005
2,57,40,111,2.4,1.8
2,41,50,102,2.3,3.0
2,62,59,120,3.2,0.6000000000000001
1,36,64,102,4.0,1.8
2,47,55,102,3.0,2.2
1,57,35,120,3.8,1.8
1,52,59,120,3.0,2.6000000000000005
1,47,45,102,2.1,3.0
2,47,55,102,3.9,2.2
1,36,45,102,2.75,2.2
1,52,35,120,2.9,3.0
2,52,55,102,3.75,1.8
2,57,50,111,3.6,2.2
1,52,45,111,2.7,3.4000000000000004
2,36,55,111,3.75,2.2
2,47,59,111,2.9,3.0
2,57,69,93,3.0,2.2
1,36,50,84,2.9,1.4000000000000001
2,41,35,93,2.4,2.6000000000000005
1,47,35,102,3.33,1.4000000000000001
2,52,50,102,2.4,2.6000000000000005
1,41,35,66,3.7,3.4000000000000004
2,36,32,84,3.75,3.0
1,47,50,111,2.9,1.8
2,47,50,102,3.4,2.6000000000000005
2,52,55,102,2.3,2.6000000000000005
1,41,50,102,3.5,1.8
1,52,50,102,2.7,1.4000000000000001
2,47,50,102,2.75,1.8
1,36,55,93,3.4,2.6000000000000005
1,52,55,111,4.0,1.8
2,36,64,66,2.75,2.2
2,52,69,84,3.5,2.2
2,47,55,120,2.47,3.4000000000000004
1,41,40,84,2.7,3.4000000000000004
1,47,40,120,2.5,3.4000000000000004
1,47,50,102,3.0,3.0
2,57,59,75,2.9,2.6000000000000005
1,47,64,66,3.9,2.6000000000000005
2,47,45,93,2.75,2.6000000000000005
2,47,35,102,3.1,3.4000000000000004
2,52,50,93,4.0,1.8
2,62,55,66,3.5,3.4000000000000004
2,52,64,111,3.5,3.4000000000000004
1,47,50,93,4.0,1.8
2,47,55,111,2.9,2.6000000000000005
2,41,50,102,4.5,2.6000000000000005
1,57,64,93,3.8,2.6000000000000005
1,52,50,102,3.8,1.8
1,47,55,93,4.0,3.0
2,47,64,111,2.9,1.8
2,41,50,66,3.5,2.6000000000000005
1,47,59,75,3.9,3.0
1,47,59,102,4.0,3.0
2,47,64,111,2.9,3.4000000000000004
2,52,45,84,3.4,2.6000000000000005
1,47,55,102,4.0,1.8
2,41,64,102,3.5,2.6000000000000005
2,41,50,135,4.0,3.4000000000000004
1,41,59,93,2.25,2.2
2,47,40,102,2.47,1.8
2,62,50,84,2.75,2.6000000000000005
2,57,59,66,4.5,3.0
1,52,64,66,2.4,2.2
1,52,32,75,3.2,0.6000000000000001
1,52,55,102,3.5,3.0
2,52,55,111,3.0,2.2
1,62,59,75,2.5,0.6000000000000001
1,47,64,120,3.0,4.6
1,52,55,111,3.0,2.6000000000000005
1,36,59,93,4.0,2.6000000000000005
2,57,55,75,4.0,2.2
2,47,50,93,3.33,3.0
2,57,55,93,3.3,3.0
2,52,45,102,3.7,2.6000000000000005
1,57,50,102,3.5,3.0
1,62,50,111,2.0,3.4000000000000004
1,41,64,93,3.5,1.8
2,36,59,102,3.0,3.4000000000000004
2,36,50,111,3.5,2.2
1,57,50,102,4.0,4.6
1,41,69,93,2.9,3.4000000000000004
2,57,64,111,2.47,3.0
2,41,64,111,3.5,1.8
1,57,50,102,4.0,2.2
1,47,59,93,3.9,1.8
2,57,50,102,3.1,2.6000000000000005
2,47,45,111,3.1,3.0
1,47,64,84,2.75,0.6000000000000001
2,36,64,93,4.0,2.6000000000000005
2,52,50,120,2.5,2.2
2,62,64,102,2.9,3.4000000000000004
1,36,59,61,3.3,2.2
1,52,59,93,3.1,1.8
2,36,55,120,3.0,2.6000000000000005
2,52,55,93,2.9,3.4000000000000004
2,47,50,102,3.9,2.2
1,41,35,111,3.75,2.6000000000000005
1,47,50,111,3.0,2.6000000000000005
1,47,64,102,2.5,1.8
2,41,64,84,4.0,2.6000000000000005
1,47,64,135,3.6,2.6000000000000005
2,52,50,102,3.1,2.2
1,52,50,135,3.6,2.6000000000000005
2,47,55,102,3.1,3.0
2,47,45,102,3.5,1.8
1,47,59,102,2.75,3.0
2,57,59,111,3.2,3.0
1,47,59,129,3.3,2.2
1,41,45,111,3.75,1.4000000000000001
2,52,69,120,3.5,3.4000000000000004
2,52,50,102,2.9,1.8
2,47,35,111,2.7,2.2
2,52,64,93,3.2,2.6000000000000005
2,36,59,120,3.5,3.0
2,41,55,93,2.5,3.0
1,52,50,93,2.5,3.0
1,47,50,84,4.0,2.2
1,62,69,84,2.75,3.0
1,57,45,102,3.9,1.4000000000000001
1,62,55,93,3.5,3.0
1,36,59,93,3.3,3.0
2,62,50,111,3.4,1.8
2,47,55,120,2.5,2.2
1,57,55,120,4.0,3.4000000000000004
1,52,64,66,2.7,3.0
2,47,50,93,3.5,0.6000000000000001
2,62,59,135,3.0,1.4000000000000001
2,47,69,93,3.4,1.8
2,41,45,75,3.1,2.2
2,52,64,120,4.0,3.4000000000000004
1,67,55,102,2.3,3.0
1,52,69,102,3.2,1.8
1,52,59,111,3.4,1.8
1,52,50,84,2.47,1.8
1,47,59,111,2.7,2.2
1,36,50,102,3.2,1.8
1,47,69,93,3.75,2.6000000000000005
1,31,59,75,2.5,2.6000000000000005
1,41,35,102,2.75,1.8
1,52,55,102,4.0,2.2
2,47,45,102,3.8,3.0
1,62,69,93,2.5,2.6000000000000005
1,47,64,102,2.1,4.6
2,52,45,129,3.1,3.4000000000000004
2,41,45,93,3.3,0.6000000000000001
2,52,32,120,3.7,2.2
1,47,59,120,3.6,3.0
2,41,59,129,2.3,0.6000000000000001
2,41,50,111,3.8,2.2
1,47,50,102,3.2,1.4000000000000001
1,47,55,111,2.75,2.2
1,41,64,111,2.7,2.6000000000000005
1,47,45,111,4.0,2.6000000000000005
1,52,45,93,4.0,4.6
2,52,50,111,2.5,2.2
1,47,59,102,3.2,2.2
1,47,50,102,2.0,3.0
1,41,59,111,3.5,2.6000000000000005
2,52,59,66,3.5,3.0
1,52,35,111,3.5,4.6
1,52,50,120,4.0,1.8
1,52,59,102,2.3,2.2
2,52,59,111,3.3,3.0
2,62,35,75,4.0,2.2
2,47,55,93,3.5,3.0
1,57,59,111,2.47,2.2
1,52,35,84,4.0,2.6000000000000005
1,41,50,111,3.5,1.8
1,47,55,129,3.5,2.6000000000000005
2,36,45,120,2.74,1.8
1,62,59,120,3.0,2.6000000000000005
1,47,35,120,3.2,1.8
2,57,69,102,2.7,2.6000000000000005
1,47,59,102,2.4,3.0
2,57,69,111,4.0,1.8
2,41,69,111,3.0,2.6000000000000005
2,57,50,102,2.4,3.0
1,36,50,120,3.0,1.8
1,52,64,102,3.5,3.4000000000000004
2,41,55,84,2.0,3.0
2,41,69,111,2.4,4.6
2,52,59,75,3.75,2.6000000000000005
1,41,64,93,3.75,3.4000000000000004
1,47,55,93,2.9,2.6000000000000005
2,52,55,129,2.75,1.8
1,41,35,102,3.0,4.6
1,52,64,102,3.3,3.0
2,41,40,111,2.5,1.8
1,41,55,129,4.0,0.6000000000000001
1,52,59,93,3.5,3.0
2,36,59,111,4.0,0.6000000000000001
1,28,35,111,2.5,1.8
2,52,64,102,2.5,3.4000000000000004
1,36,59,75,2.9,3.4000000000000004
1,57,50,102,3.7,3.0
2,52,59,111,2.3,2.6000000000000005
1,28,59,93,3.8,0.6000000000000001
1,57,40,75,3.0,1.8
1,47,55,93,3.3,2.2
1,57,69,111,3.75,2.6000000000000005
1,47,64,93,3.3,2.6000000000000005
2,57,50,111,3.0,2.6000000000000005
1,47,45,120,3.9,3.4000000000000004
1,41,59,102,3.6,2.2
2,47,59,102,4.0,1.8
1,52,50,111,2.47,2.2
1,57,45,111,2.75,2.6000000000000005
2,47,59,84,2.9,2.2
2,28,69,75,3.1,3.0
2,47,50,102,3.0,3.0
2,47,59,120,3.7,0.6000000000000001
1,47,59,120,2.4,1.8
2,41,50,111,2.5,3.4000000000000004
2,57,35,93,3.2,1.8
2,36,50,111,3.4,2.6000000000000005
2,57,35,93,2.5,1.4000000000000001
2,47,50,93,4.0,3.4000000000000004
2,47,50,111,3.2,2.2
2,52,55,84,3.9,3.0
2,57,59,93,3.75,2.6000000000000005
1,52,50,75,2.5,3.4000000000000004
2,47,45,135,2.4,2.2
2,41,59,102,2.7,1.8
1,41,59,111,2.4,1.4000000000000001
1,62,50,102,3.1,2.2
1,28,35,111,3.6,3.0
1,47,59,102,2.5,2.6000000000000005
1,47,50,102,3.4,3.0
2,31,50,111,2.74,2.6000000000000005
2,62,59,120,3.5,4.6
2,47,69,111,2.9,2.2
2,57,64,93,3.5,2.2
1,47,59,84,3.5,3.4000000000000004
1,57,55,84,3.0,1.8
1,57,50,93,3.0,1.8
2,52,55,93,3.2,3.4000000000000004
1,52,50,102,3.9,0.6000000000000001
2,36,59,93,3.2,3.0
1,47,59,102,3.8,1.8
1,47,50,102,3.0,3.4000000000000004
2,52,59,93,3.3,2.2
1,47,59,102,4.0,4.6
2,47,32,111,3.5,2.2
1,57,45,84,3.0,3.0
2,52,45,111,3.8,2.6000000000000005
1,57,45,93,3.75,2.2
2,47,59,111,2.47,3.4000000000000004
1,41,55,93,2.5,1.8
1,28,55,93,2.0,2.6000000000000005
2,47,64,93,3.9,1.8
1,36,50,93,2.9,2.2
1,47,64,93,2.3,3.4000000000000004
2,57,59,84,3.5,2.6000000000000005
2,62,64,111,3.0,1.8
1,62,40,93,3.6,3.4000000000000004
1,57,55,93,3.5,4.6
1,52,59,111,2.3,2.2
1,47,50,93,3.75,4.6
1,47,64,93,3.2,1.8
2,36,55,102,2.9,3.0
1,41,50,102,3.3,3.0
1,62,59,84,4.0,1.8
1,57,35,93,3.75,2.2
2,41,64,93,2.7,1.8
1,47,35,102,3.5,2.6000000000000005
2,62,55,111,4.5,3.0
2,47,59,84,2.25,2.6000000000000005
1,52,50,102,3.5,2.2
2,52,55,111,3.6,1.8
2,52,55,93,3.75,1.8
1,52,59,93,4.0,1.8
1,52,69,102,3.4,1.8
2,47,55,75,3.8,1.8
1,47,59,102,3.5,1.8
2,62,50,93,3.9,1.8
1,62,50,102,3.4,1.8
1,41,50,93,3.0,2.2
2,57,35,120,2.9,4.6
2,52,59,111,3.2,2.2
2,52,35,111,3.75,4.6
2,41,59,120,3.3,1.8
2,47,59,93,4.0,3.0
1,57,64,111,2.9,4.6
1,47,69,66,3.0,2.2
2,52,50,111,4.0,4.6
1,36,73,84,4.0,2.2
1,36,35,129,3.4,3.0
1,52,45,102,4.0,1.8
2,36,64,84,3.4,0.6000000000000001
2,52,69,84,3.2,2.6000000000000005
2,57,59,120,2.9,2.6000000000000005
2,71,45,111,3.2,1.8
2,47,64,120,4.0,3.0
2,41,59,93,3.1,0.6000000000000001
1,47,59,111,4.0,1.8
2,57,45,120,4.0,1.8
1,52,50,102,3.4,3.4000000000000004
2,62,64,120,2.3,3.0
1,47,59,120,3.0,2.2
1,47,55,111,2.25,4.6
2,52,59,111,4.5,1.8
1,41,59,102,4.0,0.6000000000000001
1,52,55,84,4.5,3.0
1,52,64,111,4.5,2.6000000000000005
1,47,45,111,2.5,3.0
1,47,50,102,3.7,0.6000000000000001
1,57,64,75,3.75,3.0
1,52,55,93,3.2,3.0
2,47,59,102,3.5,1.8
2,52,50,102,3.0,2.2
2,52,59,120,3.3,2.6000000000000005
2,36,45,129,3.0,3.0
1,36,55,111,2.4,1.8
1,47,50,102,3.5,2.6000000000000005
2,52,59,120,3.4,2.2
1,47,64,111,3.3,2.6000000000000005
2,47,50,111,2.3,1.4000000000000001
1,41,59,111,3.1,2.6000000000000005
2,41,64,93,3.7,1.8
1,41,50,111,3.1,3.0
1,62,59,93,4.0,1.4000000000000001
2,52,69,93,4.0,1.8
2,57,40,111,2.25,1.8
1,36,64,102,2.5,2.6000000000000005
2,47,50,93,3.6,3.0
2,47,50,93,3.5,3.0
1,52,45,111,3.1,1.8
2,47,55,111,4.0,3.0
1,62,50,93,2.3,2.6000000000000005
2,41,55,135,4.0,2.2
2,52,50,66,3.4,3.0
1,52,55,93,3.3,4.6
2,62,50,102,3.0,3.0
2,47,55,93,3.75,2.6000000000000005
1,62,64,111,2.25,3.4000000000000004
2,36,50,75,3.9,0.6000000000000001
2,47,50,102,3.3,1.8
1,47,50,102,2.9,0.6000000000000001
2,41,59,120,3.5,2.2
2,36,50,93,2.25,3.0
1,28,59,93,3.0,3.0
1,47,35,102,3.0,2.2
1,52,35,102,4.0,2.2
2,47,55,66,3.5,2.6000000000000005
2,41,45,120,3.4,0.6000000000000001
1,52,50,93,4.0,2.2
1,47,40,84,2.3,1.8
1,52,59,111,3.75,1.8
1,36,50,135,4.5,1.8
1,52,69,93,3.8,2.2
2,47,45,111,3.5,1.8
2,52,40,111,3.0,2.2
2,57,59,111,3.1,3.4000000000000004
2,36,45,111,3.2,1.8
1,36,50,102,3.0,2.6000000000000005
2,31,59,93,3.5,2.6000000000000005
1,52,45,93,4.5,2.6000000000000005
2,47,32,111,3.4,3.4000000000000004
2,52,50,120,4.0,2.2
2,41,50,102,2.5,3.0
1,36,40,111,3.8,2.2
1,52,50,120,3.33,2.6000000000000005
2,52,64,93,2.5,3.4000000000000004
1,36,55,102,3.7,2.2
1,47,64,102,2.7,4.6
2,52,55,111,3.9,3.0
1,47,55,102,3.3,1.8
1,47,59,120,3.1,2.6000000000000005
2,47,59,102,4.0,1.8
2,57,50,135,2.75,2.6000000000000005
2,52,45,111,4.0,2.2
2,47,50,75,2.1,3.4000000000000004
2,36,64,102,3.75,2.2
1,36,35,102,2.3,1.8
2,36,50,93,3.2,2.2
1,47,59,84,2.47,2.6000000000000005
2,52,45,111,3.3,3.4000000000000004
1,36,64,102,2.74,3.4000000000000004
1,36,50,111,3.5,3.4000000000000004
1,52,50,93,3.3,3.4000000000000004
1,36,55,102,3.2,2.6000000000000005
1,36,69,135,2.75,3.4000000000000004
2,47,45,111,3.2,3.0
1,52,64,61,3.7,1.8
2,47,50,120,2.7,2.6000000000000005
2,57,64,102,4.0,0.6000000000000001
2,47,59,66,2.9,2.2
2,52,50,120,2.7,2.2
1,41,59,111,2.7,3.4000000000000004
1,47,55,93,2.7,3.0
2,52,55,111,3.4,4.6
2,41,73,93,1.8,4.6
2,47,69,111,2.5,2.6000000000000005
1,47,50,129,3.2,4.6
1,71,50,120,2.3,2.6000000000000005
2,57,59,129,3.7,3.4000000000000004
1,41,59,93,3.33,2.2
2,62,64,93,2.47,3.0
2,52,45,120,3.4,2.2
1,57,35,111,3.5,2.6000000000000005
2,47,55,102,3.0,3.4000000000000004
1,28,59,102,3.5,0.6000000000000001
2,47,50,84,4.0,2.6000000000000005
1,47,59,120,2.1,2.6000000000000005
1,36,40,93,2.9,2.6000000000000005
2,36,59,93,3.2,2.2
2,36,69,111,2.75,2.6000000000000005
2,57,59,120,3.0,1.8
2,52,69,120,3.5,2.2
1,52,50,75,4.0,3.4000000000000004
2,41,50,120,2.75,3.0
1,57,45,93,3.5,2.2
1,52,55,93,3.0,4.6
1,47,69,111,4.0,1.8
2,52,50,84,2.9,1.8
1,41,59,75,3.2,2.6000000000000005
1,47,59,102,3.9,2.6000000000000005
2,41,50,102,2.9,3.0
2,41,55,111,3.0,2.6000000000000005
2,57,59,61,2.0,3.0
1,47,64,102,3.5,2.2
1,57,69,75,3.2,2.6000000000000005
2,52,59,93,3.0,3.4000000000000004
1,47,50,102,3.5,1.8
1,57,50,120,1.8,2.2
2,57,40,102,2.1,2.2
2,47,50,102,3.3,2.6000000000000005
1,47,45,84,3.0,3.0
1,47,50,102,4.0,2.6000000000000005
1,41,59,135,3.75,3.0
2,57,45,93,3.75,3.0
2,41,55,93,3.1,3.0
2,36,40,120,3.75,2.2
1,52,59,120,3.75,1.8
1,36,45,66,3.5,1.8
2,52,59,111,3.33,1.8
2,28,59,102,4.0,2.6000000000000005
2,41,64,102,3.2,3.4000000000000004
1,57,59,93,4.0,3.0
1,47,50,129,4.0,3.0
2,47,50,93,3.33,1.8
2,36,59,93,3.2,1.8
2,47,50,120,4.0,3.4000000000000004
1,52,50,135,3.75,2.2
1,47,45,93,4.0,2.6000000000000005
1,52,50,111,2.1,1.8
2,52,55,120,3.8,3.0
2,47,55,102,3.6,1.8
2,57,59,111,4.0,2.6000000000000005
2,47,45,102,3.7,2.6000000000000005
2,47,69,120,2.9,2.6000000000000005
1,62,64,102,3.5,1.8
2,62,45,102,3.0,2.2
2,52,59,93,3.0,0.6000000000000001
1,47,55,93,2.4,4.6
1,31,69,129,4.0,3.0
2,47,45,102,3.75,2.2
2,57,45,111,2.7,1.8
1,47,69,102,3.0,4.6
2,52,59,84,3.0,3.4000000000000004
2,41,45,93,2.0,2.6000000000000005
2,47,50,102,3.75,4.6
2,41,50,111,2.0,2.2
1,36,40,93,3.5,3.4000000000000004
2,47,45,102,3.0,3.0
2,41,55,111,4.0,3.0
2,36,59,84,4.5,1.8
2,41,50,120,3.2,3.0
1,52,55,75,3.7,2.2
2,41,73,75,3.5,2.2
1,52,45,93,4.0,2.6000000000000005
2,31,50,84,3.0,2.2
2,57,55,120,3.0,0.6000000000000001
2,52,59,93,2.1,2.6000000000000005
2,47,50,66,2.75,4.6
2,47,50,102,2.7,3.0
2,47,50,93,3.4,4.6
1,47,45,102,3.0,3.4000000000000004
1,36,50,102,4.0,3.0
1,62,45,75,3.5,1.8
1,47,64,93,4.0,1.8
1,36,50,111,3.0,3.0
2,47,64,93,3.8,4.6
1,36,59,102,3.4,3.0
2,41,59,120,2.7,3.0
2,47,55,102,2.1,3.4000000000000004
2,28,55,84,3.8,3.4000000000000004
2,52,50,102,3.7,2.2
2,52,59,111,4.0,3.4000000000000004
1,41,64,93,4.0,3.4000000000000004
1,47,50,102,3.4,2.2
1,57,45,120,2.5,1.8
2,47,50,102,3.0,2.6000000000000005
2,52,59,111,2.9,3.0
1,41,69,102,2.5,2.6000000000000005
2,47,45,93,2.4,3.0
1,47,59,111,3.75,2.2
2,62,50,66,3.8,3.4000000000000004
2,52,64,102,3.6,2.2
1,36,50,93,3.5,3.4000000000000004
2,41,55,102,3.2,2.6000000000000005
2,67,50,120,3.0,3.0
2,57,59,93,3.0,2.6000000000000005
1,67,55,93,3.75,3.4000000000000004
1,62,50,102,3.5,1.8
1,52,69,93,3.5,2.2
2,36,69,111,3.5,1.4000000000000001
1,57,69,111,3.4,3.0
1,47,40,102,4.0,3.0
1,67,45,111,3.33,2.2
1,57,50,93,3.1,0.6000000000000001
1,52,50,111,2.4,2.6000000000000005
1,57,64,111,4.0,3.0
2,36,55,75,3.5,1.8
2,47,45,102,4.0,2.6000000000000005
1,41,45,93,3.3,2.6000000000000005
1,47,45,120,3.5,2.2
2,52,55,84,2.47,2.6000000000000005
1,47,64,102,3.4,0.6000000000000001
1,57,45,84,4.0,2.6000000000000005
1,41,69,102,3.75,1.8
1,36,64,111,3.0,4.6
1,47,45,93,3.6,1.8
2,52,50,93,2.5,4.6
1,41,55,120,3.2,3.4000000000000004
1,67,64,93,3.1,2.2
1,62,45,102,3.5,0.6000000000000001
2,31,45,102,3.0,1.8
1,62,69,120,3.7,1.4000000000000001
1,41,45,111,4.5,2.2
2,57,64,93,3.75,2.6000000000000005
1,62,59,102,2.5,3.0
2,36,45,111,3.75,4.6
1,41,50,84,4.0,3.4000000000000004
2,47,69,102,3.6,3.4000000000000004
1,47,55,120,3.0,3.0
2,41,50,111,4.0,4.6
1,47,35,93,3.3,2.2
1,41,64,93,2.4,1.8
1,52,45,129,3.75,1.8
1,47,50,93,3.1,3.4000000000000004
1,47,59,102,2.75,3.0
2,52,50,102,3.5,4.6
2,41,64,129,4.0,3.0
1,47,40,120,3.7,3.0
2,57,59,102,2.7,3.0
2,47,64,75,3.3,2.6000000000000005
2,36,50,75,2.7,3.4000000000000004
1,62,50,111,4.0,2.2
1,47,35,102,4.0,2.6000000000000005
1,47,50,102,2.75,2.2
2,41,45,93,4.0,1.8
1,52,64,84,4.0,3.0
1,41,50,93,3.8,2.6000000000000005
1,57,59,84,4.0,2.2
1,52,50,111,3.7,2.6000000000000005
2,47,50,102,4.0,2.6000000000000005
2,47,64,102,3.0,2.2
1,36,59,93,3.33,3.0
2,47,69,102,4.0,2.2
2,47,55,102,2.3,3.0
2,62,50,111,3.5,3.0
1,47,64,93,2.47,1.8
2,31,59,102,3.0,1.8
1,28,64,111,4.0,1.8
2,52,64,111,3.75,2.6000000000000005
1,52,50,66,4.0,3.0
2,52,50,102,3.75,3.4000000000000004
1,36,35,129,3.4,2.2
1,52,64,111,2.75,3.4000000000000004
2,57,64,75,3.1,2.6000000000000005
2,36,50,93,3.2,3.4000000000000004
1,41,35,102,3.1,1.8
2,57,50,129,3.75,2.6000000000000005
1,52,50,66,4.0,1.8
1,47,55,93,2.7,2.6000000000000005
1,36,50,84,3.5,3.0
1,47,50,102,3.0,2.6000000000000005
